"transcript_id"	"gene_id"	"gene_name"	"TF"
"ENSDART00000134763.3"	"ENSDARG00000020618"	"gatd3"	FALSE
"ENSDART00000134915.3"	"ENSDARG00000018296"	"rev1_g2t1"	FALSE
"ENSDART00000135130.2"	"ENSDARG00000077353"	"RERE_g1t2"	TRUE
"ENSDART00000135417.3"	"ENSDARG00000013076"	"bmi1b"	FALSE
"ENSDART00000135658.2"	"ENSDARG00000057691"	"srsf1a_g2t2"	FALSE
"ENSDART00000135795.2"	"ENSDARG00000036549"	"agpat3_t2"	FALSE
"ENSDART00000136108.3"	"ENSDARG00000044942"	"mrpl45_g2t2"	FALSE
"ENSDART00000136217.2"	"ENSDARG00000003829"	"galnt2"	FALSE
"ENSDART00000136235.2"	"ENSDARG00000092158"	"cbx3b"	FALSE
"ENSDART00000136406.3"	"ENSDARG00000052721"	"prim2_t2"	FALSE
"ENSDART00000136980.2"	"ENSDARG00000076568"	"sec61b_t2"	FALSE
"ENSDART00000137114.3"	"ENSDARG00000039352"	"pald1b_t2"	FALSE
"ENSDART00000137705.3"	"ENSDARG00000015905"	"lztr1_g1t1"	FALSE
"ENSDART00000137941.2"	"ENSDARG00000018914"	"hnrnpk_t3"	FALSE
"ENSDART00000138017.2"	"ENSDARG00000067591"	"puraa"	TRUE
"ENSDART00000138878.3"	"ENSDARG00000061629"	"ndufaf5"	FALSE
"ENSDART00000138881.3"	"ENSDARG00000005989"	"rgl1_t3"	FALSE
"ENSDART00000139088.3"	"ENSDARG00000039005"	"trappc1_t2"	FALSE
"ENSDART00000139523.2"	"ENSDARG00000061757"	"unknown.10072"	FALSE
"ENSDART00000139918.2"	"ENSDARG00000043928"	"gpn1"	FALSE
"ENSDART00000139999.2"	"ENSDARG00000092945"	"unknown.10074"	FALSE
"ENSDART00000140136.2"	"ENSDARG00000075455"	"MTCL3_g1t4"	FALSE
"ENSDART00000140362.3"	"ENSDARG00000045755"	"ccdc59"	TRUE
"ENSDART00000140482.4"	"ENSDARG00000079723"	"unknown.10077"	FALSE
"ENSDART00000140711.3"	"ENSDARG00000036212"	"tbc1d5"	FALSE
"ENSDART00000140827.2"	"ENSDARG00000063153"	"bcl11ab"	TRUE
"ENSDART00000140882.2"	"ENSDARG00000005034"	"crppa"	FALSE
"ENSDART00000140942.3"	"ENSDARG00000015337"	"comta"	FALSE
"ENSDART00000141130.2"	"ENSDARG00000018096"	"SCAP"	FALSE
"ENSDART00000141338.3"	"ENSDARG00000035398"	"ENC1"	FALSE
"ENSDART00000141530.3"	"ENSDARG00000004634"	"osbp_t2"	FALSE
"ENSDART00000141539.2"	"ENSDARG00000092677"	"coa6"	FALSE
"ENSDART00000141771.2"	"ENSDARG00000038566"	"gnptg"	FALSE
"ENSDART00000142112.2"	"ENSDARG00000093945"	"vma21_g2t1"	FALSE
"ENSDART00000142377.2"	"ENSDARG00000078536"	"unknown.10092"	FALSE
"ENSDART00000142924.3"	"ENSDARG00000001634"	"kirrel1a"	FALSE
"ENSDART00000143412.3"	"ENSDARG00000079352"	"sap130b_t2"	TRUE
"ENSDART00000143471.2"	"ENSDARG00000012627"	"cdc34b"	FALSE
"ENSDART00000143573.2"	"ENSDARG00000035285"	"ncor1_g1t3"	TRUE
"ENSDART00000143885.3"	"ENSDARG00000003244"	"gbp3"	FALSE
"ENSDART00000143909.3"	"ENSDARG00000059900"	"TBC1D9"	FALSE
"ENSDART00000143922.2"	"ENSDARG00000056268"	"atxn7l2b"	FALSE
"ENSDART00000144142.3"	"ENSDARG00000069909"	"HTRA2_g1t2"	FALSE
"ENSDART00000144335.2"	"ENSDARG00000092660"	"cyp27c1"	FALSE
"ENSDART00000144381.3"	"ENSDARG00000038107"	"sgcg"	FALSE
"ENSDART00000144570.4"	"ENSDARG00000059442"	"unknown.10110"	FALSE
"ENSDART00000144608.3"	"ENSDARG00000067676"	"PLCL1_t4"	FALSE
"ENSDART00000144613.3"	"ENSDARG00000032175"	"puf60a_t3"	TRUE
"ENSDART00000144755.3"	"ENSDARG00000001888"	"ppm1ba"	FALSE
"ENSDART00000144812.3"	"ENSDARG00000077442"	"tubgcp5"	FALSE
"ENSDART00000144870.3"	"ENSDARG00000029463"	"asap1a_t1"	FALSE
"ENSDART00000144911.3"	"ENSDARG00000034396"	"mars1_t1"	FALSE
"ENSDART00000144925.3"	"ENSDARG00000033804"	"snx27a"	FALSE
"ENSDART00000145487.2"	"ENSDARG00000013794"	"klf11b"	TRUE
"ENSDART00000145770.4"	"ENSDARG00000058267"	"glmna"	FALSE
"ENSDART00000145868.3"	"ENSDARG00000095046"	"pold2_t2"	FALSE
"ENSDART00000146125.1"	"ENSDARG00000086075"	"unknown.10117"	FALSE
"ENSDART00000146275.3"	"ENSDARG00000037929"	"strada"	FALSE
"ENSDART00000146309.3"	"ENSDARG00000044102"	"znf593"	TRUE
"ENSDART00000146619.2"	"ENSDARG00000044241"	"dram2b"	FALSE
"ENSDART00000146720.3"	"ENSDARG00000027322"	"lin7c_t2"	FALSE
"ENSDART00000146727.2"	"ENSDARG00000043757"	"PTBP3"	FALSE
"ENSDART00000146914.4"	"ENSDARG00000056892"	"pals2a_t3"	FALSE
"ENSDART00000147284.2"	"ENSDARG00000042249"	"frmd4a_g2t1"	FALSE
"ENSDART00000147382.3"	"ENSDARG00000037559"	"uba1_t1"	FALSE
"ENSDART00000147468.2"	"ENSDARG00000059388"	"bdh1"	FALSE
"ENSDART00000147507.3"	"ENSDARG00000059634"	"thumpd3_g2t1"	FALSE
"ENSDART00000147572.3"	"ENSDARG00000062469"	"hipk3a"	FALSE
"ENSDART00000148066.3"	"ENSDARG00000024195"	"znf395b_t2"	FALSE
"ENSDART00000148390.4"	"ENSDARG00000060023"	"ncapg2_t2"	FALSE
"ENSDART00000148486.2"	"ENSDARG00000045885"	"unknown.10129"	FALSE
"ENSDART00000148637.2"	"ENSDARG00000030349"	"cryba2a_t2"	FALSE
"ENSDART00000148928.2"	"ENSDARG00000060521"	"RBM27"	FALSE
"ENSDART00000149270.3"	"ENSDARG00000078210"	"unknown.10133"	TRUE
"ENSDART00000149833.3"	"ENSDARG00000070726"	"CNGA3_g1t3"	FALSE
"ENSDART00000150219.2"	"ENSDARG00000040606"	"tfap2c_t2"	TRUE
"ENSDART00000150229.3"	"ENSDARG00000060058"	"CYLD_t2"	FALSE
"ENSDART00000151236.3"	"ENSDARG00000074060"	"unknown.10148"	FALSE
"ENSDART00000151311.2"	"ENSDARG00000058903"	"GPR161_t2"	FALSE
"ENSDART00000152292.2"	"ENSDARG00000002968"	"A1CF"	FALSE
"ENSDART00000153126.3"	"ENSDARG00000002916"	"SEC31B_t2"	FALSE
"ENSDART00000153159.2"	"ENSDARG00000096721"	"unknown.10164"	FALSE
"ENSDART00000153412.3"	"ENSDARG00000033029"	"unknown.10167"	FALSE
"ENSDART00000153526.4"	"ENSDARG00000045929"	"oaz2a"	FALSE
"ENSDART00000153897.2"	"ENSDARG00000076462"	"unknown.10173"	FALSE
"ENSDART00000154359.2"	"ENSDARG00000015422"	"ppil1"	FALSE
"ENSDART00000154379.2"	"ENSDARG00000091847"	"unknown.10178"	FALSE
"ENSDART00000155329.2"	"ENSDARG00000086283"	"unknown.10192"	FALSE
"ENSDART00000155859.3"	"ENSDARG00000074979"	"unknown.10199"	FALSE
"ENSDART00000155880.2"	"ENSDARG00000069603"	"TAOK1_t2"	FALSE
"ENSDART00000155970.2"	"ENSDARG00000091792"	"unknown.10200"	FALSE
"ENSDART00000156501.2"	"ENSDARG00000078075"	"ilrun"	FALSE
"ENSDART00000156662.3"	"ENSDARG00000086980"	"unknown.10209"	FALSE
"ENSDART00000156717.2"	"ENSDARG00000021405"	"CHD3_t2"	TRUE
"ENSDART00000156967.2"	"ENSDARG00000074903"	"itcha"	FALSE
"ENSDART00000157155.2"	"ENSDARG00000020201"	"cdc73_t2"	TRUE
"ENSDART00000157480.2"	"ENSDARG00000104450"	"unknown.10217"	FALSE
"ENSDART00000158095.2"	"ENSDARG00000104687"	"slc16a9b"	FALSE
"ENSDART00000158179.2"	"ENSDARG00000103889"	"unknown.10222"	FALSE
"ENSDART00000158232.2"	"ENSDARG00000103554"	"notch1a_t2"	TRUE
"ENSDART00000158344.2"	"ENSDARG00000099995"	"unknown.10225"	FALSE
"ENSDART00000158416.2"	"ENSDARG00000099143"	"fnta_t3"	FALSE
"ENSDART00000158488.2"	"ENSDARG00000105295"	"unknown.10226"	TRUE
"ENSDART00000158529.2"	"ENSDARG00000100620"	"TAOK2_g1t1"	FALSE
"ENSDART00000158551.2"	"ENSDARG00000099265"	"slc7a5_g2t1"	FALSE
"ENSDART00000158927.3"	"ENSDARG00000008461"	"anapc5"	FALSE
"ENSDART00000159782.3"	"ENSDARG00000105214"	"agtpbp1_t2"	FALSE
"ENSDART00000159954.3"	"ENSDARG00000098683"	"ZMIZ2_t2"	TRUE
"ENSDART00000160046.2"	"ENSDARG00000100497"	"hic2"	TRUE
"ENSDART00000160341.2"	"ENSDARG00000100925"	"unknown.10241"	FALSE
"ENSDART00000160387.2"	"ENSDARG00000099692"	"ccnyl1"	FALSE
"ENSDART00000160753.2"	"ENSDARG00000076888"	"ganaba_t2"	FALSE
"ENSDART00000160998.2"	"ENSDARG00000101894"	"stk10"	FALSE
"ENSDART00000161169.2"	"ENSDARG00000069989"	"bnc2_t6"	TRUE
"ENSDART00000161339.2"	"ENSDARG00000101521"	"UBE2M_t4"	FALSE
"ENSDART00000161504.2"	"ENSDARG00000097691"	"unknown.10252"	FALSE
"ENSDART00000161593.2"	"ENSDARG00000101018"	"ptdss2_t2"	FALSE
"ENSDART00000161712.3"	"ENSDARG00000104470"	"syngr2b_t3"	FALSE
"ENSDART00000161881.2"	"ENSDARG00000104435"	"unknown.10255"	FALSE
"ENSDART00000161945.2"	"ENSDARG00000098934"	"rrp7a"	FALSE
"ENSDART00000161990.2"	"ENSDARG00000097017"	"mical3a_t3"	FALSE
"ENSDART00000162396.2"	"ENSDARG00000102997"	"RRN3_t2"	TRUE
"ENSDART00000162423.2"	"ENSDARG00000098968"	"RSBN1"	FALSE
"ENSDART00000162588.2"	"ENSDARG00000098645"	"rgn_g2t1"	FALSE
"ENSDART00000162838.2"	"ENSDARG00000079388"	"agrn_g1t2"	FALSE
"ENSDART00000162913.2"	"ENSDARG00000099118"	"TRAPPC9"	FALSE
"ENSDART00000163193.2"	"ENSDARG00000098186"	"TMEM19"	FALSE
"ENSDART00000163599.3"	"ENSDARG00000104831"	"unknown.10271"	FALSE
"ENSDART00000163609.3"	"ENSDARG00000098972"	"mrps16_g2t1"	FALSE
"ENSDART00000163611.2"	"ENSDARG00000103862"	"hoxa3a_t4"	TRUE
"ENSDART00000163660.2"	"ENSDARG00000100011"	"strn"	TRUE
"ENSDART00000163728.2"	"ENSDARG00000102216"	"dlg1b_t4"	FALSE
"ENSDART00000163923.2"	"ENSDARG00000042458"	"rfc4_t5"	FALSE
"ENSDART00000164172.2"	"ENSDARG00000098932"	"GIGYF1_g1t2"	FALSE
"ENSDART00000164202.2"	"ENSDARG00000099758"	"igf2bp2b_g1t3"	FALSE
"ENSDART00000164210.2"	"ENSDARG00000101629"	"unknown.10274"	FALSE
"ENSDART00000164374.2"	"ENSDARG00000105288"	"GARRE1_t4"	FALSE
"ENSDART00000164799.2"	"ENSDARG00000098438"	"slc6a6b"	FALSE
"ENSDART00000165042.2"	"ENSDARG00000101462"	"unknown.10282"	FALSE
"ENSDART00000165138.2"	"ENSDARG00000100427"	"unknown.10285"	FALSE
"ENSDART00000165225.2"	"ENSDARG00000101755"	"prkar1ab"	FALSE
"ENSDART00000165687.2"	"ENSDARG00000079788"	"FAM171A1_t2"	FALSE
"ENSDART00000166254.2"	"ENSDARG00000103127"	"gpn2"	FALSE
"ENSDART00000166259.2"	"ENSDARG00000100954"	"WARS1_g2t1"	FALSE
"ENSDART00000166539.2"	"ENSDARG00000104500"	"FYCO1_g1t2"	FALSE
"ENSDART00000166712.2"	"ENSDARG00000100402"	"FGD1_t4"	FALSE
"ENSDART00000166886.2"	"ENSDARG00000030297"	"sox13"	TRUE
"ENSDART00000166907.2"	"ENSDARG00000089769"	"hapln1a_t3"	FALSE
"ENSDART00000167008.3"	"ENSDARG00000116250"	"ppp3ccb_g2t1"	FALSE
"ENSDART00000167033.3"	"ENSDARG00000100513"	"rps27l"	FALSE
"ENSDART00000167177.2"	"ENSDARG00000105046"	"ccnf"	FALSE
"ENSDART00000167640.2"	"ENSDARG00000001015"	"znf384a_t2"	TRUE
"ENSDART00000167742.2"	"ENSDARG00000102674"	"ckap5_t2"	FALSE
"ENSDART00000167759.2"	"ENSDARG00000103158"	"ldb1b_t2"	TRUE
"ENSDART00000167781.2"	"ENSDARG00000094590"	"c2cd5_t3"	FALSE
"ENSDART00000167839.2"	"ENSDARG00000103610"	"actr8"	TRUE
"ENSDART00000167875.2"	"ENSDARG00000101474"	"snapc3_t2"	FALSE
"ENSDART00000167903.2"	"ENSDARG00000100562"	"unknown.10306"	FALSE
"ENSDART00000167948.2"	"ENSDARG00000104480"	"HCN1"	FALSE
"ENSDART00000167969.2"	"ENSDARG00000098424"	"unknown.10307"	TRUE
"ENSDART00000167982.2"	"ENSDARG00000104069"	"rnf170"	FALSE
"ENSDART00000168108.2"	"ENSDARG00000100349"	"prkacaa"	FALSE
"ENSDART00000168248.2"	"ENSDARG00000105010"	"lztfl1_t3"	FALSE
"ENSDART00000168548.2"	"ENSDARG00000101687"	"unknown.10314"	FALSE
"ENSDART00000168639.2"	"ENSDARG00000011583"	"cry1b"	FALSE
"ENSDART00000169019.3"	"ENSDARG00000103789"	"tmem130"	FALSE
"ENSDART00000169198.2"	"ENSDARG00000103067"	"ADGRD2"	FALSE
"ENSDART00000169247.2"	"ENSDARG00000090788"	"cstf2_t2"	FALSE
"ENSDART00000169376.2"	"ENSDARG00000101752"	"PLEKHG5_g2t1"	FALSE
"ENSDART00000169412.2"	"ENSDARG00000098529"	"ccne2_t3"	FALSE
"ENSDART00000169624.2"	"ENSDARG00000104789"	"unknown.10325"	FALSE
"ENSDART00000169633.2"	"ENSDARG00000102372"	"CERT1_t1"	FALSE
"ENSDART00000169685.1"	"ENSDARG00000104071"	"hikeshi"	FALSE
"ENSDART00000169883.2"	"ENSDARG00000015552"	"unknown.10327"	FALSE
"ENSDART00000170353.3"	"ENSDARG00000103108"	"ACVR2B"	FALSE
"ENSDART00000170446.2"	"ENSDARG00000105080"	"unknown.10336"	FALSE
"ENSDART00000170917.2"	"ENSDARG00000104773"	"junbb"	TRUE
"ENSDART00000170934.2"	"ENSDARG00000099351"	"igfbp1a"	FALSE
"ENSDART00000171313.2"	"ENSDARG00000101161"	"orc4"	FALSE
"ENSDART00000171454.2"	"ENSDARG00000069893"	"unknown.10344"	FALSE
"ENSDART00000171704.2"	"ENSDARG00000101008"	"soul4"	FALSE
"ENSDART00000171834.2"	"ENSDARG00000100206"	"klhdc4_g2t1"	FALSE
"ENSDART00000171845.3"	"ENSDARG00000102226"	"gpr19"	FALSE
"ENSDART00000171885.2"	"ENSDARG00000102356"	"scp2b"	FALSE
"ENSDART00000172081.2"	"ENSDARG00000099084"	"pcif1_t2"	FALSE
"ENSDART00000172204.2"	"ENSDARG00000101216"	"meaf6_t2"	TRUE
"ENSDART00000172376.3"	"ENSDARG00000103537"	"ttll12_t2"	FALSE
"ENSDART00000172545.2"	"ENSDARG00000098466"	"ube2a_t2"	FALSE
"ENSDART00000173318.2"	"ENSDARG00000103845"	"zgc:55733_t2"	TRUE
"ENSDART00000173877.2"	"ENSDARG00000036036"	"mdka_t1"	FALSE
"ENSDART00000173932.2"	"ENSDARG00000062190"	"PDE3B"	FALSE
"ENSDART00000176008.2"	"ENSDARG00000069266"	"esrra_t2"	TRUE
"ENSDART00000177126.2"	"ENSDARG00000043137"	"cdca8"	FALSE
"ENSDART00000177621.2"	"ENSDARG00000062721"	"dennd4a_g1t2"	FALSE
"ENSDART00000177869.2"	"ENSDARG00000043102"	"lxn"	FALSE
"ENSDART00000178522.2"	"ENSDARG00000074531"	"spag9a_t2"	FALSE
"ENSDART00000178646.2"	"ENSDARG00000103799"	"kars1_t1"	FALSE
"ENSDART00000179010.2"	"ENSDARG00000037954"	"tnnt1_t3"	FALSE
"ENSDART00000179450.2"	"ENSDARG00000070074"	"lrp8_g1t2"	FALSE
"ENSDART00000179533.2"	"ENSDARG00000106062"	"fzd1"	FALSE
"ENSDART00000179741.1"	"ENSDARG00000110232"	"unknown.10374"	FALSE
"ENSDART00000179747.1"	"ENSDARG00000055350"	"sun1b_t3"	FALSE
"ENSDART00000180558.1"	"ENSDARG00000011594"	"smarcb1b_t3"	FALSE
"ENSDART00000181127.1"	"ENSDARG00000114035"	"nrbp1_g2t1"	FALSE
"ENSDART00000181209.1"	"ENSDARG00000112823"	"hpf1_g2t1"	FALSE
"ENSDART00000181486.1"	"ENSDARG00000109925"	"tmub2"	FALSE
"ENSDART00000181980.1"	"ENSDARG00000103840"	"lrrc8db"	FALSE
"ENSDART00000182447.1"	"ENSDARG00000113551"	"phb2b_g2t2"	FALSE
"ENSDART00000182512.1"	"ENSDARG00000071272"	"unknown.10399"	FALSE
"ENSDART00000182827.1"	"ENSDARG00000111210"	"gga1_g2t1"	FALSE
"ENSDART00000183627.1"	"ENSDARG00000109961"	"mrpl22"	FALSE
"ENSDART00000184283.1"	"ENSDARG00000114670"	"ube2c"	FALSE
"ENSDART00000184594.1"	"ENSDARG00000014506"	"tmem126a"	FALSE
"ENSDART00000184694.1"	"ENSDARG00000112020"	"unknown.10409"	FALSE
"ENSDART00000184800.1"	"ENSDARG00000078522"	"si:ch211-80h18.1_t3"	FALSE
"ENSDART00000185321.1"	"ENSDARG00000044521"	"eef1b2_t1"	FALSE
"ENSDART00000185322.1"	"ENSDARG00000116142"	"ptch1_g2t1"	FALSE
"ENSDART00000185468.1"	"ENSDARG00000116162"	"unknown.10413"	FALSE
"ENSDART00000185493.1"	"ENSDARG00000020334"	"ptpn11a_t2"	FALSE
"ENSDART00000185670.1"	"ENSDARG00000114434"	"unknown.10416"	FALSE
"ENSDART00000186024.1"	"ENSDARG00000029248"	"fubp1_t1"	FALSE
"ENSDART00000186129.1"	"ENSDARG00000040452"	"atosa_g2t1"	FALSE
"ENSDART00000186436.1"	"ENSDARG00000109813"	"rab7a_g2t1"	FALSE
"ENSDART00000186459.1"	"ENSDARG00000111763"	"nat9_g2t1"	FALSE
"ENSDART00000186624.1"	"ENSDARG00000098946"	"pald1a_t2"	FALSE
"ENSDART00000186758.1"	"ENSDARG00000006921"	"lrp5_t2"	FALSE
"ENSDART00000186768.1"	"ENSDARG00000114005"	"szrd1_g2t1"	FALSE
"ENSDART00000186929.1"	"ENSDARG00000113087"	"unknown.10425"	FALSE
"ENSDART00000187032.1"	"ENSDARG00000017037"	"ikbkg_t2"	TRUE
"ENSDART00000187151.1"	"ENSDARG00000114615"	"ptpra_g2t1"	FALSE
"ENSDART00000187197.1"	"ENSDARG00000116244"	"btbd2a_g2t1"	FALSE
"ENSDART00000187454.1"	"ENSDARG00000009418"	"mef2cb_t5"	TRUE
"ENSDART00000187988.1"	"ENSDARG00000111405"	"ncapd3_g2t1"	FALSE
"ENSDART00000188150.1"	"ENSDARG00000091579"	"unknown.10439"	FALSE
"ENSDART00000188177.1"	"ENSDARG00000018618"	"cpsf6_t2"	FALSE
"ENSDART00000188400.1"	"ENSDARG00000111439"	"unknown.10441"	FALSE
"ENSDART00000188704.1"	"ENSDARG00000111871"	"calm2a_g1t1"	FALSE
"ENSDART00000188938.1"	"ENSDARG00000068140"	"si:dkey-24l11.2_t2"	FALSE
"ENSDART00000189250.1"	"ENSDARG00000110103"	"unknown.10445"	FALSE
"ENSDART00000189388.1"	"ENSDARG00000112240"	"lta4h_g2t1"	FALSE
"ENSDART00000189487.1"	"ENSDARG00000114555"	"ces3_g2t1"	FALSE
"ENSDART00000189629.1"	"ENSDARG00000116459"	"zfr_g1t2"	FALSE
"ENSDART00000189635.1"	"ENSDARG00000111447"	"shha_g2t1"	FALSE
"ENSDART00000189666.1"	"ENSDARG00000113078"	"smx5"	FALSE
"ENSDART00000190067.1"	"ENSDARG00000019345"	"mark3a_t8"	FALSE
"ENSDART00000190096.1"	"ENSDARG00000110734"	"papss2a_g3t1"	FALSE
"ENSDART00000190364.1"	"ENSDARG00000111053"	"si:ch211-114c12.2_g1t1"	FALSE
"ENSDART00000190401.1"	"ENSDARG00000111721"	"cldn7a_g2t1"	FALSE
"ENSDART00000190421.1"	"ENSDARG00000114514"	"sec31a_g3t1"	FALSE
"ENSDART00000191046.1"	"ENSDARG00000079626"	"elf2b_t3"	TRUE
"ENSDART00000191976.1"	"ENSDARG00000110499"	"unknown.10464"	TRUE
"ENSDART00000192124.1"	"ENSDARG00000116712"	"unknown.10467"	FALSE
"ENSDART00000192159.1"	"ENSDARG00000113773"	"ncaph_g2t1"	FALSE
"ENSDART00000192163.1"	"ENSDARG00000115664"	"hkdc1_g2t1"	FALSE
"ENSDART00000192940.1"	"ENSDARG00000109507"	"mbtps1_g1t1"	FALSE
"ENSDART00000193012.1"	"ENSDARG00000116614"	"dnmt3bb.1_g2t1"	FALSE
"ENSDART00000193207.1"	"ENSDARG00000015638"	"gemin2"	FALSE
"ENSDART00000193452.1"	"ENSDARG00000113623"	"ncapg_g3t1"	FALSE
"ENSDART00000193827.1"	"ENSDARG00000109564"	"elapor2b_g2t2"	FALSE
"ENSDART00000002164.9"	"ENSDARG00000008433"	"unc45b_t2"	FALSE
"ENSDART00000002279.8"	"ENSDARG00000021442"	"cdh11"	FALSE
"ENSDART00000002398.7"	"ENSDARG00000018264"	"trim101"	FALSE
"ENSDART00000002465.7"	"ENSDARG00000018022"	"msh2"	FALSE
"ENSDART00000002469.7"	"ENSDARG00000018989"	"hspa4b_g2t1"	FALSE
"ENSDART00000002750.9"	"ENSDARG00000005454"	"tacc3_t2"	FALSE
"ENSDART00000002824.10"	"ENSDARG00000007566"	"appbp2"	FALSE
"ENSDART00000003143.9"	"ENSDARG00000018742"	"psme4b_g2t2"	FALSE
"ENSDART00000003296.8"	"ENSDARG00000008237"	"sars1"	FALSE
"ENSDART00000003314.9"	"ENSDARG00000002403"	"nusap1"	FALSE
"ENSDART00000003694.7"	"ENSDARG00000017841"	"cand1"	FALSE
"ENSDART00000003745.8"	"ENSDARG00000010008"	"vim"	FALSE
"ENSDART00000003752.9"	"ENSDARG00000016173"	"cct3"	FALSE
"ENSDART00000003922.8"	"ENSDARG00000021991"	"erlin1_t2"	FALSE
"ENSDART00000003929.7"	"ENSDARG00000018524"	"midn"	FALSE
"ENSDART00000004217.9"	"ENSDARG00000035598"	"coro1ca"	FALSE
"ENSDART00000004238.9"	"ENSDARG00000019230"	"rpl7a_t1"	FALSE
"ENSDART00000004357.8"	"ENSDARG00000077405"	"unknown.10484"	FALSE
"ENSDART00000004423.10"	"ENSDARG00000007955"	"iars1"	FALSE
"ENSDART00000004626.9"	"ENSDARG00000019951"	"sec62"	FALSE
"ENSDART00000004692.9"	"ENSDARG00000003795"	"idh2"	FALSE
"ENSDART00000004712.8"	"ENSDARG00000011998"	"bfsp2_t1"	FALSE
"ENSDART00000004756.12"	"ENSDARG00000010478"	"hsp90aa1.1"	FALSE
"ENSDART00000005119.5"	"ENSDARG00000017445"	"eif3i"	FALSE
"ENSDART00000005944.8"	"ENSDARG00000020197"	"rpl5a"	FALSE
"ENSDART00000006099.9"	"ENSDARG00000014976"	"lims2"	FALSE
"ENSDART00000006124.8"	"ENSDARG00000004785"	"cops2_t2"	TRUE
"ENSDART00000006622.7"	"ENSDARG00000018907"	"kat6a"	TRUE
"ENSDART00000006802.7"	"ENSDARG00000007385"	"cct7"	FALSE
"ENSDART00000007293.8"	"ENSDARG00000007344"	"tcap"	FALSE
"ENSDART00000007335.8"	"ENSDARG00000071694"	"ndc80"	FALSE
"ENSDART00000007700.9"	"ENSDARG00000012656"	"atf6"	TRUE
"ENSDART00000007906.11"	"ENSDARG00000004169"	"stmn1a_t3"	FALSE
"ENSDART00000008043.9"	"ENSDARG00000021137"	"adgrv1"	FALSE
"ENSDART00000008177.6"	"ENSDARG00000013749"	"slc25a55b"	FALSE
"ENSDART00000008696.8"	"ENSDARG00000011777"	"CTTN_t2"	FALSE
"ENSDART00000008807.8"	"ENSDARG00000006691"	"rpl12_g2t1"	FALSE
"ENSDART00000009194.8"	"ENSDARG00000018903"	"aimp2_t2"	FALSE
"ENSDART00000009241.10"	"ENSDARG00000018334"	"rpl35"	FALSE
"ENSDART00000009337.7"	"ENSDARG00000022456"	"eno1a_t2"	FALSE
"ENSDART00000009484.10"	"ENSDARG00000021252"	"cct6a_t3"	FALSE
"ENSDART00000009889.7"	"ENSDARG00000054929"	"zgc:110540"	FALSE
"ENSDART00000010124.10"	"ENSDARG00000075831"	"slc7a8a"	FALSE
"ENSDART00000010140.7"	"ENSDARG00000010266"	"igf2bp3_t3"	FALSE
"ENSDART00000010256.6"	"ENSDARG00000013931"	"eif3m"	FALSE
"ENSDART00000010261.9"	"ENSDARG00000008502"	"pno1"	FALSE
"ENSDART00000010580.9"	"ENSDARG00000016623"	"si:ch211-195b13.1_t2"	FALSE
"ENSDART00000010777.7"	"ENSDARG00000019644"	"ldhba"	FALSE
"ENSDART00000011052.9"	"ENSDARG00000021257"	"eif3d_t4"	FALSE
"ENSDART00000011201.7"	"ENSDARG00000017844"	"copz1"	FALSE
"ENSDART00000011251.10"	"ENSDARG00000003599"	"rpl3_t2"	FALSE
"ENSDART00000011303.9"	"ENSDARG00000017014"	"ywhae2"	FALSE
"ENSDART00000011337.8"	"ENSDARG00000003592"	"surf1"	FALSE
"ENSDART00000011447.9"	"ENSDARG00000010487"	"sae1"	FALSE
"ENSDART00000011662.6"	"ENSDARG00000011496"	"ppm1bb"	FALSE
"ENSDART00000011751.9"	"ENSDARG00000019117"	"parvb_t3"	FALSE
"ENSDART00000012091.9"	"ENSDARG00000014017"	"rrm1"	FALSE
"ENSDART00000012670.7"	"ENSDARG00000015851"	"pnn"	FALSE
"ENSDART00000012859.8"	"ENSDARG00000013966"	"psma6b_t2"	FALSE
"ENSDART00000012938.7"	"ENSDARG00000001873"	"phgdh"	FALSE
"ENSDART00000013066.8"	"ENSDARG00000002402"	"ercc3"	TRUE
"ENSDART00000013404.8"	"ENSDARG00000001950"	"ak1"	FALSE
"ENSDART00000013434.11"	"ENSDARG00000013063"	"oxct1a_t2"	FALSE
"ENSDART00000013604.8"	"ENSDARG00000015824"	"lemd3"	FALSE
"ENSDART00000013743.9"	"ENSDARG00000015126"	"gorasp2"	FALSE
"ENSDART00000014098.11"	"ENSDARG00000005085"	"ggctb"	FALSE
"ENSDART00000015154.6"	"ENSDARG00000012141"	"papolg"	FALSE
"ENSDART00000015732.8"	"ENSDARG00000017441"	"mylz3_t1"	FALSE
"ENSDART00000015940.7"	"ENSDARG00000009950"	"edf1"	TRUE
"ENSDART00000015979.6"	"ENSDARG00000016864"	"farsb"	FALSE
"ENSDART00000016139.7"	"ENSDARG00000013741"	"lancl1"	FALSE
"ENSDART00000016167.8"	"ENSDARG00000018738"	"zw10"	FALSE
"ENSDART00000016248.9"	"ENSDARG00000070657"	"pa2g4b_g1t1"	FALSE
"ENSDART00000016488.9"	"ENSDARG00000012672"	"gtf2e2_g2t3"	FALSE
"ENSDART00000016808.9"	"ENSDARG00000089924"	"aldh2.1"	FALSE
"ENSDART00000017443.9"	"ENSDARG00000002131"	"celf2_t4"	FALSE
"ENSDART00000017485.7"	"ENSDARG00000009753"	"sf3b6"	FALSE
"ENSDART00000017973.7"	"ENSDARG00000011613"	"rbm39a_t5"	TRUE
